Status,Section Name,Title,Dates,Location,Instructional Methods,Meeting Information,Faculty,Availability ,Credits,Course Types,Academic Level
Open,MUSIC-4230-02 ,VOICE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 RFA 102 (ARR) ,"Holzmeier, Jana J. ",97 / 99 / 0,1 to 2 Credits,"Music Applied Lesson
Creative/Perf Arts",Undergraduate
Open,MUSIC-4230-03 ,VOICE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 RFA 105 (ARR) ,"Pawlewski Krogh, Dawn M. 
Holzmeier, Jana J. ",99 / 99 / 0,1 to 2 Credits,"Music Applied Lesson
Creative/Perf Arts",Undergraduate
Open,MUSIC-4930-01 ,STUDENT INSTR EXP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Holzmeier, Jana J. ",10 / 10 / 0,1 to 4 Credits,Experiential Intensive,Undergraduate
Open,MUSIC-4940-01 ,SENIOR RECITAL,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Holzmeier, Jana J. ",99 / 99 / 0,0 to 1 Credits, ,Undergraduate
Open,MUSIC-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Holzmeier, Jana J. ",99 / 99 / 0,1 to 12 Credits, ,Undergraduate
Open,MUSIC-4970-01 ,MUSIC INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Holzmeier, Jana J. ",99 / 99 / 0,1 to 8 Credits,Internship/Practicum,Undergraduate
Open,NURS-1910-N1 ,MEDICAL TERMINOLOGY,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Pahl, Kaitlyn ",12 / 20 / 0,1 Credits,"1ST 8-WEEK Session
Online",Undergraduate
Open,NURS-1910-N2 ,MEDICAL TERMINOLOGY,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Pahl, Kaitlyn ",19 / 20 / 0,1 Credits,"2ND 8-WEEK Session
Online",Undergraduate
Open,NURS-2100-01 ,PHARMACOLOGY I,1/9/2023-5/6/2023,Lincoln,LECTURE,M 9:00-9:50 AM 1/9/2023 - 5/6/2023 NWUN 111 (LEC) ,"McGuire, Kristi A. ",12 / 30 / 0,1 Credits, ,Undergraduate
Open,NURS-2100L-01 ,PHARMACOLOGY I LAB,1/9/2023-5/6/2023,Lincoln,LAB,M 10:00 AM-12:50 PM 1/9/2023 - 5/6/2023 NWUN 111 (LAB) ,"McGuire, Kristi A. ",7 / 10 / 0,1 Credits, ,Undergraduate
Open,NURS-2100L-02 ,PHARMACOLOGY I LAB,1/9/2023-5/6/2023,Lincoln,LAB,M 1:00-3:50 PM 1/9/2023 - 5/6/2023 NWUN 111 (LAB) ,"McGuire, Kristi A. ",1 / 10 / 0,1 Credits, ,Undergraduate
Open,NURS-2100L-03 ,PHARMACOLOGY I LAB,1/9/2023-5/6/2023,Lincoln,LAB,W 9:00-11:50 AM 1/9/2023 - 5/6/2023 NWUN 111 (LAB) ,"McGuire, Kristi A. ",4 / 10 / 0,1 Credits, ,Undergraduate
Open,NURS-2200-01 ,MEDICAL-SURGICAL I,1/9/2023-5/6/2023,Lincoln,LECTURE,Th 9:00-10:40 AM 1/9/2023 - 5/6/2023 BH LL2 (LEC) ,"Eilts, Jennifer S. ",11 / 30 / 0,2 Credits,Experiential Intensive,Undergraduate
Open,NURS-2200C-01 ,MEDICAL SURG I CLINICAL,1/9/2023-5/6/2023,Lincoln,CLINICAL,T 2:00-10:00 PM 1/9/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",1 / 8 / 0,2 Credits,Experiential Intensive,Undergraduate
Open,NURS-2200C-02 ,MEDICAL SURG I CLINICAL,1/9/2023-5/6/2023,Lincoln,CLINICAL,T 2:00-10:00 PM 1/9/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",1 / 8 / 0,2 Credits,Experiential Intensive,Undergraduate
Open,NURS-2200C-03 ,MEDICAL SURG I CLINICAL,1/9/2023-5/6/2023,Lincoln,CLINICAL,T 6:30 AM-2:30 PM 1/9/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",4 / 9 / 0,2 Credits,Experiential Intensive,Undergraduate
Open,NURS-2800-N ,COMPASSIONATE CARE,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. ",16 / 25 / 0,3 Credits,"Online
1ST 8-WEEK Session",Undergraduate
Open,NURS-3040-N1 ,GLOBAL HEALTH,1/9/2023-3/3/2023,Lincoln,LECTURE,M 8:30 AM-12:30 PM 1/9/2023 - 3/3/2023 BH LL1 (LEC) ,"Fitzke, Molly 
Liggett, Charlotte M. ",10 / 20 / 0,3 Credits,"1ST 8-WEEK Session
Diversity-Global
Discourse Instructive
Human Hlth&Disease Thread
Reflected Self Thread",Undergraduate
Open,NURS-3040-N2 ,GLOBAL HEALTH,3/13/2023-5/6/2023,Lincoln,LECTURE,M 8:30 AM-12:30 PM 3/13/2023 - 5/6/2023 BH LL1 (LEC) ,"Fitzke, Molly 
Liggett, Charlotte M. ",18 / 20 / 0,3 Credits,"2ND 8-WEEK Session
Diversity-Global
Discourse Instructive
Human Hlth&Disease Thread
Reflected Self Thread",Undergraduate
Open,NURS-3340-N1 ,HEALTH CARE ETHICS,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Deeds, Carey E. 
Liggett, Charlotte M. ",7 / 25 / 0,3 Credits,"Online
1ST 8-WEEK Session
Writing Instructive
Human Hlth&Disease Thread",Undergraduate
Open,NURS-3340-N2 ,HEALTH CARE ETHICS,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Deeds, Carey E. 
Liggett, Charlotte M. ",17 / 25 / 0,3 Credits,"2ND 8-WEEK Session
Online
Writing Instructive
Human Hlth&Disease Thread",Undergraduate
Open,NURS-3360-01 ,INTRO NURS RESRCH/EV,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 10:00-11:40 AM 1/9/2023 - 5/6/2023 NWUN 111 (LEC) ","Fritzinger, Brittney A. ",4 / 20 / 0,4 Credits, ,Undergraduate
Open,NURS-3400-01 ,NURS WOMEN/CHILDBEARNG,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 8:00-9:40 AM 1/9/2023 - 3/3/2023 NWUN 111 (LEC) ","Behrens, Peggy L. ",1 / 10 / 0,2 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3400-02 ,NURS WOMEN/CHILDBEARNG,3/13/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:00-9:40 AM 3/13/2023 - 5/6/2023 NWUN 111 (LEC) ","Behrens, Peggy L. ",3 / 10 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-3400C-01 ,NURS WOMEN/CHILDBR CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,W 2:00-10:00 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ,"Staff-NURS, F. ",1 / 6 / 0,1 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3400C-02 ,NURS WOMEN/CHILDBR CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,F 6:30 AM-2:30 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ,"Staff-NURS, F. ",2 / 6 / 0,1 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3400C-03 ,NURS WOMEN/CHILDBR CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,W 2:00-10:00 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",2 / 6 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-3400C-04 ,NURS WOMEN/CHILDBR CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,F 6:30 AM-2:30 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",3 / 6 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-3500-01 ,NURSING OF CHILDREN,1/9/2023-3/3/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 1/9/2023 - 3/3/2023 NWUN 111 (LEC) ","Behrens, Peggy L. ",3 / 10 / 0,2 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3500-02 ,NURSING OF CHILDREN,3/13/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 3/13/2023 - 5/6/2023 NWUN 111 (LEC) ","Behrens, Peggy L. ",1 / 10 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-3500C-01 ,NURSING OF CHILDREN CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,W 2:00-10:00 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ,"Staff-NURS, F. ",2 / 6 / 0,1 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3500C-02 ,NURSING OF CHILDREN CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,F 6:30 AM-2:30 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ,"Staff-NURS, F. ",3 / 6 / 0,1 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-3500C-03 ,NURSING OF CHILDREN CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,W 2:00-10:00 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",1 / 6 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-3500C-04 ,NURSING OF CHILDREN CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,F 6:30 AM-2:30 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ,"Staff-NURS, F. ",2 / 6 / 0,1 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-4400-LOMA ,MANAGEMNT & LEADERSHP,3/13/2023-5/6/2023,Lincoln,"LECTURE
LECTURE
LECTURE
LECTURE
LECTURE
Online",T 6:00-10:00 PM 3/13/2023 - 3/19/2023 SC 120 (LEC) T 6:00-10:00 PM 3/27/2023 - 4/2/2023 SC 120 (LEC) T 6:00-10:00 PM 4/10/2023 - 4/16/2023 SC 120 (LEC) T 6:00-10:00 PM 4/24/2023 - 4/30/2023 SC 120 (LEC) T 6:00-10:00 PM 5/1/2023 - 5/6/2023 SC 120 (LEC) 3/13/2023 - 5/6/2023 (WEB) ,"Deeds, Carey E. ",25 / 25 / 0,4 Credits,"Blended Classroom
2ND 8-WEEK Session
Adult UG or Grad only sec
Leadership Thread",Undergraduate
Open,NURS-4450-01 ,COMM HLTH NRS-TRAD BSN,1/9/2023-3/3/2023,Lincoln,LECTURE,"M, W 1:00-4:00 PM 1/9/2023 - 3/3/2023 BH LL1 (LEC) ","Gabriel, Lynda S. ",10 / 20 / 0,3 Credits,"1ST 8-WEEK Session
Speaking Instructive
Human Hlth&Disease Thread
Experiential Intensive",Undergraduate
Open,NURS-4450-02 ,COMM HLTH NRS-TRAD BSN,3/13/2023-5/6/2023,Lincoln,LECTURE,"M, W 1:00-4:00 PM 3/13/2023 - 5/6/2023 BH LL1 (LEC) ","Gabriel, Lynda S. ",13 / 20 / 0,3 Credits,"2ND 8-WEEK Session
Speaking Instructive
Human Hlth&Disease Thread
Experiential Intensive",Undergraduate
Open,NURS-4450C-01 ,COMM HLTH NURS CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,"Th, F 8:00 AM-5:00 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ","Gabriel, Lynda S. ",6 / 10 / 0,2 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-4450C-02 ,COMM HLTH NURS CLINICAL,1/9/2023-3/3/2023,Lincoln,CLINICAL,"Th, F 8:00 AM-5:00 PM 1/9/2023 - 3/3/2023 OC -- (CLN) ","Eilts, Jennifer S. ",8 / 10 / 0,2 Credits,1ST 8-WEEK Session,Undergraduate
Open,NURS-4450C-03 ,COMM HLTH NURS CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,"Th, F 8:00 AM-5:00 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ","Gabriel, Lynda S. ",10 / 10 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-4450C-04 ,COMM HLTH NURS CLINICAL,3/13/2023-5/6/2023,Lincoln,CLINICAL,"Th, F 8:00 AM-5:00 PM 3/13/2023 - 5/6/2023 OC -- (CLN) ","Behrens, Peggy L. ",6 / 10 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-4800-01 ,NCLEX PREP,3/13/2023-5/6/2023,Lincoln,"LECTURE
LECTURE","T 12:30-4:30 PM 3/14/2023 - 3/14/2023 SC CAL (LEC) T, W, Th 8:00 AM-4:30 PM 4/25/2023 - 4/27/2023 SC CAL (LEC) ","Fritzinger, Brittney A. ",12 / 25 / 0,2 Credits,2ND 8-WEEK Session,Undergraduate
Open,NURS-4970-01 ,INTERNSHIP,1/9/2023-3/3/2023,Lincoln,"LECTURE
LECTURE
ARRANGED",T 9:00-11:00 AM 1/9/2023 - 1/15/2023 BH LL2 (LEC) T 9:00-11:00 AM 2/27/2023 - 3/3/2023 BH LL2 (LEC) 1/9/2023 - 3/3/2023 TBD (ARR) ,"Eilts, Jennifer S. ",14 / 20 / 0,3 Credits,"1ST 8-WEEK Session
Internship/Practicum",Undergraduate
Open,NURS-4970-02 ,INTERNSHIP,3/13/2023-5/6/2023,Lincoln,"LECTURE
LECTURE
ARRANGED",T 9:00-11:00 AM 3/13/2023 - 3/19/2023 BH LL2 (LEC) T 9:00-11:00 AM 5/1/2023 - 5/6/2023 BH LL2 (LEC) 3/13/2023 - 5/6/2023 TBD (ARR) ,"Eilts, Jennifer S. ",15 / 20 / 0,3 Credits,"2ND 8-WEEK Session
Internship/Practicum",Undergraduate
Open,NURS-5010-LOMA ,PROFESSIONAL COMM,1/9/2023-3/3/2023,Lincoln,"LECTURE
Online","Th, F, Sa 8:00 AM-5:00 PM 1/16/2023 - 1/22/2023 SC CAL (LEC) 1/9/2023 - 3/3/2023 (WEB) ","Gabriel, Lynda S. ",25 / 25 / 0,1 Credits,"Blended Classroom
1ST 8-WEEK Session
Adult UG or Grad only sec",Graduate
Open,NURS-5020-LOMA ,HLTH CARE STATISTICS,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,NURS-5050-LOMA ,RESRCH/EV PRAC-NURS,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Staff-NURS, F. ",19 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5100-LOMA ,TRANSCULTURAL HC,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Staff-NURS, F. ",24 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5150-LOMA ,CONCPTS&THEORIES NURS,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Voight, Rebecca W. ",21 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,NURS-5200-LOMA ,CRITICAL ISS IN HLTH,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Liggett, Charlotte M. ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5400-LOMA ,NURS LDRSHP & MGT I,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. ",21 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,NURS-5410-LOMA ,ECON POL IN HC SYSTEM,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Liggett, Charlotte M. ",24 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5470-LOMA ,PRACTICUM NURS ADM,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. ",21 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session
Internship/Practicum",Graduate
Open,NURS-5490-LOMA ,NURSE AS ENTREPRENEUR,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Staff-NURS, F. ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5520-LOMA ,CURR DVLP&PROG PLNG,3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Voight, Rebecca W. ",24 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5530-LOMA ,NURS EDUC ROLES-METH,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Voight, Rebecca W. ",24 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,NURS-5560-LOMA ,"TEACH STR,ASSMT,EVAL",3/13/2023-5/6/2023,Distance (online),Online,3/13/2023 - 5/6/2023 (WEB) ,"Staff-NURS, F. ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
2ND 8-WEEK Session",Graduate
Open,NURS-5580-LOMA ,ONLINE ED:IMPL & EVAL,1/9/2023-3/3/2023,Distance (online),Online,1/9/2023 - 3/3/2023 (WEB) ,"Staff-NURS, F. ",25 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
1ST 8-WEEK Session",Graduate
Open,NURS-5590-LOMA ,PRO NURSE ED PRACT,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Voight, Rebecca W. ",24 / 25 / 0,3 Credits,"Online
Adult UG or Grad only sec
Internship/Practicum",Graduate
Open,NURS-5990-LOMA ,MAJOR PROJECT,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Fitzke, Molly ",7 / 10 / 0,2 Credits,"Online
Adult UG or Grad only sec",Graduate
Open,PHIL-1100FYW-01 ,INTRO TO PHILOSOPHY,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, T, W, F 1:00-1:50 PM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Wilkinson, Lisa ",18 / 20 / 0,4 Credits,"FYW: 2 courses needed
Chaos Thread",Undergraduate
Open,PHIL-2060-01 ,GOD &SCI IN EARLY PHIL,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:40-9:50 AM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Skirry, Justin J. ",15 / 18 / 0,3 Credits,"Speaking Instructive
Science & Religion Thread",Undergraduate
Open,PHIL-2410-01 ,THEORIES OF JUSTICE,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 5/6/2023 OM 308 (LEC) ","Wilkinson, Lisa ",17 / 22 / 0,4 Credits,"Writing Instructive
Justice Thread",Undergraduate
Open,PHIL-2800-01 ,MYTHOLOGIES,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:20-11:40 AM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Wilkinson, Lisa ",14 / 20 / 0,4 Credits,"Discourse Instructive
Science & Religion Thread",Undergraduate
Open,PHIL-2970-01 ,INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Skirry, Justin J. ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Exploratory",Undergraduate
Open,PHIL-3210-01 ,PHIL OF RELIGION,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 8:35-9:50 AM 1/9/2023 - 5/6/2023 OM 207 (LEC) ","Skirry, Justin J. ",11 / 22 / 0,3 Credits,"Writing Instructive
Science & Religion Thread",Undergraduate
Open,PHIL-3990-01 ,SENIOR PROPOSAL,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lester, Rita M. ",18 / 20 / 0,1 to 3 Credits, ,Undergraduate
Open,PHIL-4990-01 ,SENIOR PROJECT,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Lester, Rita M. ",18 / 20 / 0,3 Credits, ,Undergraduate
Open,PHYS-1300-01 ,ASTRONOMY,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","T, Th 5:00-6:15 PM 1/9/2023 - 5/6/2023 OLIN LH-P (LEC) T 6:30-8:20 PM 1/9/2023 - 5/6/2023 ACK 113 (LAB) ","Reinhard, Kent E. ",13 / 24 / 0,4 Credits,"Science With Lab
Science & Religion Thread",Undergraduate
Open,PHYS-1400-LOMA ,INTRO TO METEOROLOGY,1/9/2023-5/6/2023,Distance (online),Online,1/9/2023 - 5/6/2023 (WEB) ,"Pares, David ",23 / 24 / 0,4 Credits,"Online
Adult UG or Grad only sec
Science With Lab",Undergraduate
Closed,PHYS-1700-01 ,PRIN PHYSICS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 113 (LEC) ","Cunningham, Nathaniel J. ",0 / 24 / 0,4 Credits,Science With Lab,Undergraduate
Open,PHYS-1700-02 ,PRIN PHYSICS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 10:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 113 (LEC) ","Cunningham, Nathaniel J. ",12 / 24 / 0,4 Credits,Science With Lab,Undergraduate
Open,PHYS-1700-03 ,PRIN PHYSICS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:00-1:50 PM 1/9/2023 - 5/6/2023 ACK 113 (LEC) ","Fairchild, Robert W. ",12 / 24 / 0,4 Credits,Science With Lab,Undergraduate
Open,PHYS-2100-01 ,GENERAL PHYSICS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 113 (LEC) ","Becker, Maria G. ",20 / 24 / 0,4 Credits,Science With Lab,Undergraduate
Closed,PHYS-2100-02 ,GENERAL PHYSICS II,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 113 (LEC) ","Cunningham, Nathaniel J. ",0 / 24 / 0,4 Credits,Science With Lab,Undergraduate
Open,PHYS-2400-01 ,INTRO TO MODERN PHYS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 3:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 320 (LEC) T 1:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 319 (LAB) ","Cunningham, Nathaniel J. ",19 / 20 / 0,4 Credits,Innovation Thread,Undergraduate
Open,PHYS-2600-01 ,CS ARCHITECTR/INTRFCE,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 9:00-9:50 AM 1/9/2023 - 5/6/2023 ACK 320 (LEC) Th 12:00-1:50 PM 1/9/2023 - 5/6/2023 ACK 319 (LAB) ","Fairchild, Robert W. ",19 / 24 / 0,4 Credits, ,Undergraduate
Open,PHYS-2800-01 ,TUTORING EXPERIENCE,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Fairchild, Robert W. ",12 / 12 / 0,0 Credits,Experiential Exploratory,Undergraduate
Open,PHYS-3800-01 ,ADVANCED LABORATORY,1/9/2023-5/6/2023,Lincoln,LAB,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 319 (LAB) ","Fairchild, Robert W. ",19 / 20 / 0,1 to 4 Credits,"Writing Instructive
Speaking Instructive",Undergraduate
Open,PHYS-4100-01 ,THERMAL AND STAT PHYSICS,1/9/2023-5/6/2023,Lincoln,"LECTURE
LAB","M, W, F 10:00-10:50 AM 1/9/2023 - 5/6/2023 ACK 320 (LEC) T 2:00-3:50 PM 1/9/2023 - 5/6/2023 ACK 320 (LAB) ","Becker, Maria G. ",21 / 24 / 0,4 Credits, ,Undergraduate
Open,PHYS-4950-01 ,INDEPENDENT STUDY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 9:00-11:50 AM 1/9/2023 - 5/6/2023 ACK 319 (LEC) ","Fairchild, Robert W. ",11 / 12 / 0,1 to 12 Credits,"Experiential Intensive
Speaking Instructive
Writing Instructive",Undergraduate
Open,PHYS-4960-01 ,SPECIAL PROJECTS,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Fairchild, Robert W. ",99 / 99 / 0,1 to 15 Credits, ,Undergraduate
Open,PHYS-4970-01 ,PHYSICS INTERNSHIP,1/9/2023-5/6/2023,Lincoln,ARRANGED,1/9/2023 - 5/6/2023 TBD (ARR) ,"Fairchild, Robert W. ",99 / 99 / 0,1 to 8 Credits,"Internship/Practicum
Experiential Intensive",Undergraduate
Open,POLSC-1010-01,INTRO U.S. GOVT/POL: CIVIC,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 2:00-3:10 PM 1/9/2023 - 5/6/2023 OM 315 (LEC) ","Baumann, Zachary D. ",17 / 25 / 0,4 Credits,"Democracy Thread
Leadership Thread
Social Science",Undergraduate
Open,POLSC-1010FYW-01,INTRO U.S. GOVT/POLITICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 8:40-9:50 AM 1/9/2023 - 5/6/2023 OM 315 (LEC) ","Jabbour, Rula ",18 / 20 / 0,4 Credits,"Social Science
Democracy Thread
FYW: 2 courses needed
Leadership Thread",Undergraduate
Open,POLSC-1100-01 ,INTRO TO INTERNATNL POLITICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 2:00-3:40 PM 1/9/2023 - 5/6/2023 OM 315 (LEC) ","Smith, Nathaniel C. ",12 / 20 / 0,4 Credits,"Mlang Electives
International Studies
Social Science
Writing Instructive
Going Global Thread
Reflected Self Thread",Undergraduate
Open,POLSC-1100-02 ,INTRO TO INTERNATNL POLITICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:40-1:50 PM 1/9/2023 - 5/6/2023 OM 302 (LEC) ","Jabbour, Rula ",13 / 20 / 0,4 Credits,"Mlang Electives
International Studies
Social Science
Writing Instructive
Going Global Thread
Reflected Self Thread",Undergraduate
Open,POLSC-2000-01 ,INTRO POLI SCI STATISTICS,1/9/2023-5/6/2023,Lincoln,LECTURE,"M, W, F 12:40-1:50 PM 1/9/2023 - 5/6/2023 OM 315 (LEC) ","Baumann, Zachary D. ",14 / 20 / 0,4 Credits,International Studies,Undergraduate
Open,POLSC-2090-01 ,PUBLIC POLICY,1/9/2023-5/6/2023,Lincoln,LECTURE,"T, Th 12:00-1:40 PM 1/9/2023 - 5/6/2023 SC 222 (LEC) ","Baumann, Zachary D. ",25 / 30 / 0,4 Credits,Power Thread,Undergraduate
