"","Country","Stay_Info","Year","Quantity"
"8514","Italy","Number of rooms",2008,1079465
"8515","Italy","Number of rooms",2009,1088088
"8516","Italy","Number of rooms",2010,1095332
"8517","Italy","Number of rooms",2011,1096540
"8518","Italy","Number of rooms",2012,1093286
"8519","Italy","Number of rooms",2013,1089770
"8520","Italy","Number of rooms",2014,1090300
"8521","Italy","Number of rooms",2015,1091569
"8522","Italy","Number of rooms",2016,1091061
"8523","Italy","Number of rooms",2017,1086910
"8524","Italy","Number of rooms",2018,1091180
"8525","Italy","Number of rooms",2019,1092758
"8526","Italy","Number of rooms",2020,1075484
"8527","Italy","Number of rooms",2021,1073592
"8528","Italy","Number of rooms",2022,1075176
"8529","Italy","Number of bed-places",1996,1764651
"8530","Italy","Number of bed-places",1997,1772096
"8531","Italy","Number of bed-places",1998,1782382
"8532","Italy","Number of bed-places",1999,1807275
"8533","Italy","Number of bed-places",2000,1854101
"8534","Italy","Number of bed-places",2001,1891281
"8535","Italy","Number of bed-places",2002,1929544
"8536","Italy","Number of bed-places",2003,1969495
"8537","Italy","Number of bed-places",2004,1999729
"8538","Italy","Number of bed-places",2005,2028452
"8539","Italy","Number of bed-places",2006,2087010
"8540","Italy","Number of bed-places",2007,2142786
"8541","Italy","Number of bed-places",2008,2201838
"8542","Italy","Number of bed-places",2009,2227832
"8543","Italy","Number of bed-places",2010,2253342
"8544","Italy","Number of bed-places",2011,2253003
"8545","Italy","Number of bed-places",2012,2250704
"8546","Italy","Number of bed-places",2013,2233823
"8547","Italy","Number of bed-places",2014,2241239
"8548","Italy","Number of bed-places",2015,2250718
"8549","Italy","Number of bed-places",2016,2248225
"8550","Italy","Number of bed-places",2017,2239446
"8551","Italy","Number of bed-places",2018,2260190
"8552","Italy","Number of bed-places",2019,2260490
"8553","Italy","Number of bed-places",2020,2229264
"8554","Italy","Number of bed-places",2021,2232676
"8555","Italy","Number of bed-places",2022,2241988
"8556","Italy","Occupancy rate / rooms",2012,42.8
"8557","Italy","Occupancy rate / rooms",2013,39.7
"8558","Italy","Occupancy rate / rooms",2014,41.9
"8559","Italy","Occupancy rate / rooms",2015,44.9
"8560","Italy","Occupancy rate / rooms",2016,45.1
"8561","Italy","Occupancy rate / rooms",2017,49.6
"8562","Italy","Occupancy rate / rooms",2018,53.5
"8563","Italy","Occupancy rate / rooms",2019,54.6
"8564","Italy","Occupancy rate / rooms",2020,32.92
"8565","Italy","Occupancy rate / rooms",2021,42.53
"8566","Italy","Occupancy rate / rooms",2022,52.74
"8567","Italy","Occupancy rate / bed-places",1998,40.4
"8568","Italy","Occupancy rate / bed-places",1999,41.7
"8569","Italy","Occupancy rate / bed-places",2000,42.7
"8570","Italy","Occupancy rate / bed-places",2001,43.2
"8571","Italy","Occupancy rate / bed-places",2002,39.6
"8572","Italy","Occupancy rate / bed-places",2003,39.63
"8573","Italy","Occupancy rate / bed-places",2004,39.8
"8574","Italy","Occupancy rate / bed-places",2005,40.1
"8575","Italy","Occupancy rate / bed-places",2006,40.8
"8576","Italy","Occupancy rate / bed-places",2007,41.8
"8577","Italy","Occupancy rate / bed-places",2008,40.2
"8578","Italy","Occupancy rate / bed-places",2009,38.8
"8579","Italy","Occupancy rate / bed-places",2010,38.2
"8580","Italy","Occupancy rate / bed-places",2011,40.2
"8581","Italy","Occupancy rate / bed-places",2012,40.9
"8582","Italy","Occupancy rate / bed-places",2013,37.6
"8583","Italy","Occupancy rate / bed-places",2014,40.6
"8584","Italy","Occupancy rate / bed-places",2015,42.5
"8585","Italy","Occupancy rate / bed-places",2016,43.7
"8586","Italy","Occupancy rate / bed-places",2017,46.1
"8587","Italy","Occupancy rate / bed-places",2018,48.25
"8588","Italy","Occupancy rate / bed-places",2019,49
"8589","Italy","Occupancy rate / bed-places",2020,29.66
"8590","Italy","Occupancy rate / bed-places",2021,37.92
"8591","Italy","Occupancy rate / bed-places",2022,48.26
"8592","Italy","Average length of stay",2000,4.23
"8593","Italy","Average length of stay",2001,4.28
"8594","Italy","Average length of stay",2002,4.21
"8595","Italy","Average length of stay",2003,3.4
"8596","Italy","Average length of stay",2004,3.31
"8597","Italy","Average length of stay",2005,3.33
"8598","Italy","Average length of stay",2006,3.27
"8599","Italy","Average length of stay",2007,3.26
"8600","Italy","Average length of stay",2008,3.26
"8601","Italy","Average length of stay",2009,3.23
"8602","Italy","Average length of stay",2010,3.16
"8603","Italy","Average length of stay",2011,3.13
"8604","Italy","Average length of stay",2012,3.09
"8605","Italy","Average length of stay",2013,3.08
"8606","Italy","Average length of stay",2014,3.03
"8607","Italy","Average length of stay",2015,2.95
"8608","Italy","Average length of stay",2016,2.97
"8609","Italy","Average length of stay",2017,2.93
"8610","Italy","Average length of stay",2018,2.89
"8611","Italy","Average length of stay",2019,2.87
"8612","Italy","Average length of stay",2020,3.16
"8613","Italy","Average length of stay",2021,3.68
"8614","Italy","Average length of stay",2022,3.48
"8615","Jamaica","Number of establishments",1996,963
"8616","Jamaica","Number of establishments",1997,985
"8617","Jamaica","Number of establishments",1998,951
"8618","Jamaica","Number of establishments",1999,966
"8619","Jamaica","Number of establishments",2000,965
"8620","Jamaica","Number of establishments",2001,940
"8621","Jamaica","Number of establishments",2002,951
"8622","Jamaica","Number of establishments",2003,980
"8623","Jamaica","Number of establishments",2004,959
"8624","Jamaica","Number of establishments",2005,1000
"8625","Jamaica","Number of establishments",2006,942
"8626","Jamaica","Number of establishments",2007,964
"8627","Jamaica","Number of establishments",2008,953
"8628","Jamaica","Number of establishments",2009,912
"8629","Jamaica","Number of establishments",2010,884
"8630","Jamaica","Number of establishments",2011,886
"8631","Jamaica","Number of establishments",2012,887
"8632","Jamaica","Number of establishments",2013,919
"8633","Jamaica","Number of establishments",2014,921
"8634","Jamaica","Number of establishments",2015,974
"8635","Jamaica","Number of establishments",2016,1089
"8636","Jamaica","Number of establishments",2017,1140
"8637","Jamaica","Number of establishments",2018,1084
"8638","Jamaica","Number of establishments",2019,1090
"8639","Jamaica","Number of establishments",2020,345
"8640","Jamaica","Number of establishments",2021,396
"8641","Jamaica","Number of establishments",2022,429
"8642","Jamaica","Number of rooms",1996,18686
"8643","Jamaica","Number of rooms",1997,19359
"8644","Jamaica","Number of rooms",1998,18947
"8645","Jamaica","Number of rooms",1999,19307
"8646","Jamaica","Number of rooms",2000,19908
"8647","Jamaica","Number of rooms",2001,20220
"8648","Jamaica","Number of rooms",2002,20425
"8649","Jamaica","Number of rooms",2003,20827
"8650","Jamaica","Number of rooms",2004,21322
"8651","Jamaica","Number of rooms",2005,22528
"8652","Jamaica","Number of rooms",2006,24890
"8653","Jamaica","Number of rooms",2007,25814
"8654","Jamaica","Number of rooms",2008,23804
"8655","Jamaica","Number of rooms",2009,24452
"8656","Jamaica","Number of rooms",2010,24667
"8657","Jamaica","Number of rooms",2011,24430
"8658","Jamaica","Number of rooms",2012,24735
"8659","Jamaica","Number of rooms",2013,24067
"8660","Jamaica","Number of rooms",2014,24140
"8661","Jamaica","Number of rooms",2015,25464
"8662","Jamaica","Number of rooms",2016,27328
"8663","Jamaica","Number of rooms",2017,28689
"8664","Jamaica","Number of rooms",2018,29635
"8665","Jamaica","Number of rooms",2019,29634
"8666","Jamaica","Number of rooms",2020,22278
"8667","Jamaica","Number of rooms",2021,27372
"8668","Jamaica","Number of rooms",2022,28955
"8669","Jamaica","Number of bed-places",1996,39060
"8670","Jamaica","Number of bed-places",1997,40437
"8671","Jamaica","Number of bed-places",1998,39448
"8672","Jamaica","Number of bed-places",1999,40080
"8673","Jamaica","Number of bed-places",2000,41458
"8674","Jamaica","Number of bed-places",2001,42709
"8675","Jamaica","Number of bed-places",2002,43132
"8676","Jamaica","Number of bed-places",2003,43909
"8677","Jamaica","Number of bed-places",2004,44355
"8678","Jamaica","Number of bed-places",2005,46905
"8679","Jamaica","Number of bed-places",2006,51441
"8680","Jamaica","Number of bed-places",2007,53014
"8681","Jamaica","Number of bed-places",2008,48718
"8682","Jamaica","Number of bed-places",2009,50659
"8683","Jamaica","Number of bed-places",2010,50690
"8684","Jamaica","Number of bed-places",2011,50743
"8685","Jamaica","Number of bed-places",2012,51332
"8686","Jamaica","Number of bed-places",2013,49705
"8687","Jamaica","Number of bed-places",2014,49783
"8688","Jamaica","Number of bed-places",2015,52288
"8689","Jamaica","Number of bed-places",2016,55650
"8690","Jamaica","Number of bed-places",2017,57973
"8691","Jamaica","Number of bed-places",2018,59196
"8692","Jamaica","Number of bed-places",2019,60073
"8693","Jamaica","Number of bed-places",2020,45022
"8694","Jamaica","Number of bed-places",2021,55627
"8695","Jamaica","Number of bed-places",2022,58966
"8696","Jamaica","Occupancy rate / rooms",1996,57.7
"8697","Jamaica","Occupancy rate / rooms",1997,55.7
"8698","Jamaica","Occupancy rate / rooms",1998,58.7
"8699","Jamaica","Occupancy rate / rooms",1999,57
"8700","Jamaica","Occupancy rate / rooms",2000,58.5
"8701","Jamaica","Occupancy rate / rooms",2001,56.3
"8702","Jamaica","Occupancy rate / rooms",2002,55.5
"8703","Jamaica","Occupancy rate / rooms",2003,57.9
"8704","Jamaica","Occupancy rate / rooms",2004,61.4
"8705","Jamaica","Occupancy rate / rooms",2005,61.9
"8706","Jamaica","Occupancy rate / rooms",2006,62.8
"8707","Jamaica","Occupancy rate / rooms",2007,63.2
"8708","Jamaica","Occupancy rate / rooms",2008,60.4
"8709","Jamaica","Occupancy rate / rooms",2009,59
"8710","Jamaica","Occupancy rate / rooms",2010,60.5
"8711","Jamaica","Occupancy rate / rooms",2011,60.5
"8712","Jamaica","Occupancy rate / rooms",2012,62.3
"8713","Jamaica","Occupancy rate / rooms",2013,67.9
"8714","Jamaica","Occupancy rate / rooms",2014,68.1
"8715","Jamaica","Occupancy rate / rooms",2015,69
"8716","Jamaica","Occupancy rate / rooms",2016,64.1
"8717","Jamaica","Occupancy rate / rooms",2017,64.9
"8718","Jamaica","Occupancy rate / rooms",2018,66.9
"8719","Jamaica","Occupancy rate / rooms",2019,64.2
"8720","Jamaica","Occupancy rate / rooms",2020,35.9
"8721","Jamaica","Occupancy rate / rooms",2021,44.4
"8722","Jamaica","Occupancy rate / rooms",2022,63
"8723","Jamaica","Occupancy rate / bed-places",2005,58.9
"8724","Jamaica","Occupancy rate / bed-places",2006,60.3
"8725","Jamaica","Occupancy rate / bed-places",2007,60.3
"8726","Jamaica","Occupancy rate / bed-places",2008,58.5
"8727","Jamaica","Occupancy rate / bed-places",2009,57.8
"8728","Jamaica","Occupancy rate / bed-places",2010,58.5
"8729","Jamaica","Occupancy rate / bed-places",2011,59.5
"8730","Jamaica","Occupancy rate / bed-places",2012,61.7
"8731","Jamaica","Occupancy rate / bed-places",2013,66.1
"8732","Jamaica","Occupancy rate / bed-places",2014,68.3
"8733","Jamaica","Occupancy rate / bed-places",2015,68.5
"8734","Jamaica","Occupancy rate / bed-places",2016,63.3
"8735","Jamaica","Occupancy rate / bed-places",2017,64.3
"8736","Jamaica","Occupancy rate / bed-places",2018,65.1
"8737","Jamaica","Occupancy rate / bed-places",2019,66.6
"8738","Jamaica","Occupancy rate / bed-places",2020,35.6
"8739","Jamaica","Occupancy rate / bed-places",2021,43.9
"8740","Jamaica","Occupancy rate / bed-places",2022,62.6
"8741","Jamaica","Average length of stay",1996,7.1
"8742","Jamaica","Average length of stay",1997,7.1
"8743","Jamaica","Average length of stay",1998,7
"8744","Jamaica","Average length of stay",1999,6.9
"8745","Jamaica","Average length of stay",2000,6.6
"8746","Jamaica","Average length of stay",2001,6.6
"8747","Jamaica","Average length of stay",2002,6.4
"8748","Jamaica","Average length of stay",2003,6.4
"8749","Jamaica","Average length of stay",2004,6.5
"8750","Jamaica","Average length of stay",2005,6.9
"8751","Jamaica","Average length of stay",2006,6.9
"8752","Jamaica","Average length of stay",2007,7
"8753","Jamaica","Average length of stay",2008,7
"8754","Jamaica","Average length of stay",2009,7
"8755","Jamaica","Average length of stay",2010,6.9
"8756","Jamaica","Average length of stay",2011,6.9
"8757","Jamaica","Average length of stay",2012,6.8
"8758","Jamaica","Average length of stay",2013,6.85
"8759","Jamaica","Average length of stay",2014,6.88
"8760","Jamaica","Average length of stay",2015,6.87
"8761","Jamaica","Average length of stay",2016,6.87
"8762","Jamaica","Average length of stay",2017,6.6
"8763","Jamaica","Average length of stay",2018,6.2
"8764","Jamaica","Average length of stay",2019,6.11
"8765","Jamaica","Average length of stay",2020,6.27
"8766","Jamaica","Average length of stay",2021,6.23
"8767","Jamaica","Average length of stay",2022,6.05
"8768","Japan","Number of establishments",1996,77805
"8769","Japan","Number of establishments",1997,76751
"8770","Japan","Number of establishments",1998,75835
"8771","Japan","Number of establishments",1999,74876
"8772","Japan","Number of establishments",2000,73051
"8773","Japan","Number of establishments",2001,71751
"8774","Japan","Number of establishments",2002,70101
"8775","Japan","Number of establishments",2003,68440
"8776","Japan","Number of establishments",2004,66814
"8777","Japan","Number of establishments",2005,64557
"8778","Japan","Number of establishments",2006,63287
"8779","Japan","Number of establishments",2007,61737
"8780","Japan","Number of establishments",2008,10002
"8781","Japan","Number of establishments",2009,10093
"8782","Japan","Number of establishments",2010,54628
"8783","Japan","Number of establishments",2011,52721
"8784","Japan","Number of establishments",2012,50917
"8785","Japan","Number of establishments",2013,51155
"8786","Japan","Number of establishments",2014,50125
"8787","Japan","Number of establishments",2015,49979
"8788","Japan","Number of establishments",2016,49230
"8789","Japan","Number of establishments",2017,50678
"8790","Japan","Number of establishments",2018,53720
"8791","Japan","Number of establishments",2019,57902
"8792","Japan","Number of establishments",2020,61259
"8793","Japan","Number of establishments",2021,61484
"8794","Japan","Number of establishments",2022,61877
"8795","Japan","Number of rooms",1996,1558772
"8796","Japan","Number of rooms",1997,1564792
"8797","Japan","Number of rooms",1998,1569875
"8798","Japan","Number of rooms",1999,1580226
"8799","Japan","Number of rooms",2000,1572131
"8800","Japan","Number of rooms",2001,1572227
"8801","Japan","Number of rooms",2002,1564689
"8802","Japan","Number of rooms",2003,1562867
"8803","Japan","Number of rooms",2004,1551876
"8804","Japan","Number of rooms",2005,1548449
"8805","Japan","Number of rooms",2006,1565100
"8806","Japan","Number of rooms",2007,1578511
"8807","Japan","Number of rooms",2009,839968.243041692
"8808","Japan","Number of rooms",2010,1350872.20794362
"8809","Japan","Number of rooms",2011,1388479.34627387
"8810","Japan","Number of rooms",2012,1366566.34336566
"8811","Japan","Number of rooms",2013,1427107
"8812","Japan","Number of rooms",2014,1404954
"8813","Japan","Number of rooms",2015,1419996
"8814","Japan","Number of rooms",2016,1388076
"8815","Japan","Number of rooms",2017,1423874
"8816","Japan","Number of rooms",2018,1491825
"8817","Japan","Number of rooms",2019,1631643
"8818","Japan","Number of rooms",2020,1786058
"8819","Japan","Number of rooms",2021,1761513
"8820","Japan","Number of rooms",2022,1732588
"8821","Japan","Number of bed-places",2008,1877189.41689902
"8822","Japan","Number of bed-places",2009,1893326.25361317
"8823","Japan","Number of bed-places",2010,3270638.45118378
"8824","Japan","Number of bed-places",2011,3332676.62446583
"8825","Japan","Number of bed-places",2012,3307956.64609363
"8826","Japan","Number of bed-places",2013,3516309
"8827","Japan","Number of bed-places",2014,3450175
"8828","Japan","Number of bed-places",2015,3474963
"8829","Japan","Number of bed-places",2016,3441401
"8830","Japan","Number of bed-places",2017,3481685
"8831","Japan","Number of bed-places",2018,3612688
"8832","Japan","Number of bed-places",2019,3905889
"8833","Japan","Number of bed-places",2020,4274333
"8834","Japan","Number of bed-places",2021,4246894
"8835","Japan","Number of bed-places",2022,4183501
"8836","Japan","Occupancy rate / rooms",1996,70.4
"8837","Japan","Occupancy rate / rooms",1997,70.3
"8838","Japan","Occupancy rate / rooms",1998,68.6
"8839","Japan","Occupancy rate / rooms",1999,68.2
"8840","Japan","Occupancy rate / rooms",2000,69.2
"8841","Japan","Occupancy rate / rooms",2001,70.2
"8842","Japan","Occupancy rate / rooms",2002,70.7
"8843","Japan","Occupancy rate / rooms",2003,70.9
"8844","Japan","Occupancy rate / rooms",2004,71.8
"8845","Japan","Occupancy rate / rooms",2005,73.1
"8846","Japan","Occupancy rate / rooms",2006,76.3
"8847","Japan","Occupancy rate / rooms",2007,74.3
"8848","Japan","Occupancy rate / rooms",2009,59.7
"8849","Japan","Occupancy rate / rooms",2010,51.7
"8850","Japan","Occupancy rate / rooms",2011,51.8
"8851","Japan","Occupancy rate / rooms",2012,54.8
"8852","Japan","Occupancy rate / rooms",2013,55.2
"8853","Japan","Occupancy rate / rooms",2014,57.4
"8854","Japan","Occupancy rate / rooms",2015,60.33
"8855","Japan","Occupancy rate / rooms",2016,59.7
"8856","Japan","Occupancy rate / rooms",2017,60.5
"8857","Japan","Occupancy rate / rooms",2018,61.2
"8858","Japan","Occupancy rate / rooms",2019,62.7
"8859","Japan","Occupancy rate / rooms",2020,34.3
"8860","Japan","Occupancy rate / rooms",2021,34.3
"8861","Japan","Occupancy rate / rooms",2022,46.6
"8862","Japan","Occupancy rate / bed-places",2008,45.2
"8863","Japan","Occupancy rate / bed-places",2009,43.6
"8864","Japan","Occupancy rate / bed-places",2010,34.6
"8865","Japan","Occupancy rate / bed-places",2011,34.3
"8866","Japan","Occupancy rate / bed-places",2012,36.4
"8867","Japan","Occupancy rate / bed-places",2013,36.3
"8868","Japan","Occupancy rate / bed-places",2014,37.6
"8869","Japan","Occupancy rate / bed-places",2015,39.74
"8870","Japan","Occupancy rate / bed-places",2016,39.1
"8871","Japan","Occupancy rate / bed-places",2017,40.1
"8872","Japan","Occupancy rate / bed-places",2018,40.8
"8873","Japan","Occupancy rate / bed-places",2019,41.8
"8874","Japan","Occupancy rate / bed-places",2020,21.2
"8875","Japan","Occupancy rate / bed-places",2021,20.5
"8876","Japan","Occupancy rate / bed-places",2022,29.5
"8877","Japan","Average length of stay",2008,1.27340653909522
"8878","Japan","Average length of stay",2009,1.25688677763223
"8879","Japan","Average length of stay",2010,1.28614805459833
"8880","Japan","Average length of stay",2011,1.3365208046626
"8881","Japan","Average length of stay",2012,1.3249837427664
"8882","Japan","Average length of stay",2013,1.33
"8883","Japan","Average length of stay",2014,1.33
"8884","Japan","Average length of stay",2015,1.33
"8885","Japan","Average length of stay",2016,1.32
"8886","Japan","Average length of stay",2017,1.32
"8887","Japan","Average length of stay",2018,1.33
"8888","Japan","Average length of stay",2019,1.34
"8889","Japan","Average length of stay",2020,1.33
"8890","Japan","Average length of stay",2021,1.33
"8891","Japan","Average length of stay",2022,1.35
"8892","Jordan","Number of establishments",1996,324
"8893","Jordan","Number of establishments",1997,326
"8894","Jordan","Number of establishments",1998,380
"8895","Jordan","Number of establishments",1999,422
"8896","Jordan","Number of establishments",2000,451
"8897","Jordan","Number of establishments",2001,470
"8898","Jordan","Number of establishments",2002,457
"8899","Jordan","Number of establishments",2003,455
"8900","Jordan","Number of establishments",2004,458
"8901","Jordan","Number of establishments",2005,460
"8902","Jordan","Number of establishments",2006,467
"8903","Jordan","Number of establishments",2007,469
"8904","Jordan","Number of establishments",2008,468
"8905","Jordan","Number of establishments",2009,469
"8906","Jordan","Number of establishments",2010,472
"8907","Jordan","Number of establishments",2011,474
"8908","Jordan","Number of establishments",2012,478
"8909","Jordan","Number of establishments",2013,506
"8910","Jordan","Number of establishments",2014,517
"8911","Jordan","Number of establishments",2015,539
"8912","Jordan","Number of establishments",2016,554
"8913","Jordan","Number of establishments",2017,563
"8914","Jordan","Number of establishments",2018,565
"8915","Jordan","Number of establishments",2019,577
"8916","Jordan","Number of establishments",2020,584
"8917","Jordan","Number of establishments",2021,593
"8918","Jordan","Number of establishments",2022,572
"8919","Jordan","Number of rooms",1996,11493
"8920","Jordan","Number of rooms",1997,12109
"8921","Jordan","Number of rooms",1998,13704
"8922","Jordan","Number of rooms",1999,16181
"8923","Jordan","Number of rooms",2000,17485
"8924","Jordan","Number of rooms",2001,19167
"8925","Jordan","Number of rooms",2002,19256
"8926","Jordan","Number of rooms",2003,19495
"8927","Jordan","Number of rooms",2004,19768
"8928","Jordan","Number of rooms",2005,20465
"8929","Jordan","Number of rooms",2006,21180
"8930","Jordan","Number of rooms",2007,21353
"8931","Jordan","Number of rooms",2008,21890
"8932","Jordan","Number of rooms",2009,22416
"8933","Jordan","Number of rooms",2010,23289
"8934","Jordan","Number of rooms",2011,23578
"8935","Jordan","Number of rooms",2012,23881
"8936","Jordan","Number of rooms",2013,25785
"8937","Jordan","Number of rooms",2014,26221
"8938","Jordan","Number of rooms",2015,26812
"8939","Jordan","Number of rooms",2016,27308
"8940","Jordan","Number of rooms",2017,32550
"8941","Jordan","Number of rooms",2018,33802
"8942","Jordan","Number of rooms",2019,34169
"8943","Jordan","Number of rooms",2020,29109
"8944","Jordan","Number of rooms",2021,28156
"8945","Jordan","Number of rooms",2022,28916
"8946","Jordan","Number of bed-places",1996,22735
"8947","Jordan","Number of bed-places",1997,23777
"8948","Jordan","Number of bed-places",1998,27050
"8949","Jordan","Number of bed-places",1999,31765
"8950","Jordan","Number of bed-places",2000,34283
"8951","Jordan","Number of bed-places",2001,37175
"8952","Jordan","Number of bed-places",2002,36981
"8953","Jordan","Number of bed-places",2003,37431
"8954","Jordan","Number of bed-places",2004,38236
"8955","Jordan","Number of bed-places",2005,39674
"8956","Jordan","Number of bed-places",2006,41007
"8957","Jordan","Number of bed-places",2007,41359
"8958","Jordan","Number of bed-places",2008,42542
"8959","Jordan","Number of bed-places",2009,42842
"8960","Jordan","Number of bed-places",2010,44619
"8961","Jordan","Number of bed-places",2011,45059
"8962","Jordan","Number of bed-places",2012,45533
"8963","Jordan","Number of bed-places",2013,49157
"8964","Jordan","Number of bed-places",2014,50031
"8965","Jordan","Number of bed-places",2015,51092
"8966","Jordan","Number of bed-places",2016,51975
"8967","Jordan","Number of bed-places",2017,52535
"8968","Jordan","Number of bed-places",2018,54050
"8969","Jordan","Number of bed-places",2019,54574
"8970","Jordan","Number of bed-places",2020,52593
"8971","Jordan","Number of bed-places",2021,53575
"8972","Jordan","Number of bed-places",2022,53934
"8973","Jordan","Occupancy rate / rooms",1996,46.8
"8974","Jordan","Occupancy rate / rooms",1997,43.63
"8975","Jordan","Occupancy rate / rooms",1998,37.92
"8976","Jordan","Occupancy rate / rooms",1999,34.88
"8977","Jordan","Occupancy rate / rooms",2000,39.47
"8978","Jordan","Occupancy rate / rooms",2001,30.5
"8979","Jordan","Occupancy rate / rooms",2002,32
"8980","Jordan","Occupancy rate / rooms",2003,34.2
"8981","Jordan","Occupancy rate / rooms",2004,45.2
"8982","Jordan","Occupancy rate / rooms",2005,48
"8983","Jordan","Occupancy rate / rooms",2006,40.7
"8984","Jordan","Occupancy rate / rooms",2007,45.2
"8985","Jordan","Occupancy rate / rooms",2008,53.5
"8986","Jordan","Occupancy rate / rooms",2009,45.8
"8987","Jordan","Occupancy rate / rooms",2010,48
"8988","Jordan","Occupancy rate / rooms",2011,41
"8989","Jordan","Occupancy rate / rooms",2012,50.3
"8990","Jordan","Occupancy rate / rooms",2013,44
"8991","Jordan","Occupancy rate / rooms",2014,43.9
"8992","Jordan","Occupancy rate / rooms",2015,38.4
"8993","Jordan","Occupancy rate / rooms",2016,42.2
"8994","Jordan","Occupancy rate / rooms",2017,39.4
"8995","Jordan","Occupancy rate / rooms",2018,44.2
"8996","Jordan","Occupancy rate / rooms",2019,40.75
"8997","Jordan","Occupancy rate / rooms",2020,28.1
"8998","Jordan","Occupancy rate / rooms",2021,34.8
"8999","Jordan","Occupancy rate / rooms",2022,38
"9000","Jordan","Occupancy rate / bed-places",2005,39.4
"9001","Jordan","Occupancy rate / bed-places",2006,33.7
"9002","Jordan","Occupancy rate / bed-places",2007,37.3
"9003","Jordan","Occupancy rate / bed-places",2008,42.8
"9004","Jordan","Occupancy rate / bed-places",2009,36.1
"9005","Jordan","Occupancy rate / bed-places",2010,40.9
"9006","Jordan","Occupancy rate / bed-places",2011,34.5
"9007","Jordan","Occupancy rate / bed-places",2012,44.7
"9008","Jordan","Occupancy rate / bed-places",2013,36
"9009","Jordan","Occupancy rate / bed-places",2014,38
"9010","Jordan","Occupancy rate / bed-places",2015,31.3
"9011","Jordan","Occupancy rate / bed-places",2016,42.7
"9012","Jordan","Occupancy rate / bed-places",2017,34.8
"9013","Jordan","Occupancy rate / bed-places",2018,45.2
"9014","Jordan","Occupancy rate / bed-places",2019,44.76
"9015","Jordan","Occupancy rate / bed-places",2020,27.1
"9016","Jordan","Occupancy rate / bed-places",2021,35.7
"9017","Jordan","Occupancy rate / bed-places",2022,39.2
"9018","Jordan","Average length of stay",2003,2.6
"9019","Jordan","Average length of stay",2004,2.5
"9020","Jordan","Average length of stay",2005,2.4
"9021","Jordan","Average length of stay",2006,2.3
"9022","Jordan","Average length of stay",2007,2.34
"9023","Jordan","Average length of stay",2008,2.2
"9024","Jordan","Average length of stay",2009,2.07
"9025","Jordan","Average length of stay",2010,2
"9026","Jordan","Average length of stay",2011,2
"9027","Jordan","Average length of stay",2012,2.4
"9028","Jordan","Average length of stay",2013,2
"9029","Jordan","Average length of stay",2014,2
"9030","Kazakhstan","Number of establishments",2002,195
"9031","Kazakhstan","Number of establishments",2003,239
"9032","Kazakhstan","Number of establishments",2004,273
"9033","Kazakhstan","Number of establishments",2005,385
"9034","Kazakhstan","Number of establishments",2006,465
"9035","Kazakhstan","Number of establishments",2007,469
"9036","Kazakhstan","Number of establishments",2008,1149
"9037","Kazakhstan","Number of establishments",2009,1235
"9038","Kazakhstan","Number of establishments",2010,1494
"9039","Kazakhstan","Number of establishments",2011,1494
"9040","Kazakhstan","Number of establishments",2012,1526
"9041","Kazakhstan","Number of establishments",2013,1678
"9042","Kazakhstan","Number of establishments",2014,2056
"9043","Kazakhstan","Number of establishments",2015,2338
"9044","Kazakhstan","Number of establishments",2016,2754
"9045","Kazakhstan","Number of establishments",2017,2987
"9046","Kazakhstan","Number of establishments",2018,3322
"9047","Kazakhstan","Number of establishments",2019,3592
"9048","Kazakhstan","Number of establishments",2020,3514
"9049","Kazakhstan","Number of establishments",2021,3686
"9050","Kazakhstan","Number of establishments",2022,3970
"9051","Kazakhstan","Number of rooms",1996,2298
"9052","Kazakhstan","Number of rooms",1997,2298
"9053","Kazakhstan","Number of rooms",1998,1724
"9054","Kazakhstan","Number of rooms",1999,2996
"9055","Kazakhstan","Number of rooms",2000,9124
"9056","Kazakhstan","Number of rooms",2001,8821
"9057","Kazakhstan","Number of rooms",2002,9838
"9058","Kazakhstan","Number of rooms",2003,11104
"9059","Kazakhstan","Number of rooms",2004,12196
"9060","Kazakhstan","Number of rooms",2005,15515
"9061","Kazakhstan","Number of rooms",2006,18838
"9062","Kazakhstan","Number of rooms",2007,19552
"9063","Kazakhstan","Number of rooms",2008,29504
"9064","Kazakhstan","Number of rooms",2009,30858
"9065","Kazakhstan","Number of rooms",2010,34353
"9066","Kazakhstan","Number of rooms",2011,37368
"9067","Kazakhstan","Number of rooms",2012,37786
"9068","Kazakhstan","Number of rooms",2013,41197
"9069","Kazakhstan","Number of rooms",2014,49128
"9070","Kazakhstan","Number of rooms",2015,53126
"9071","Kazakhstan","Number of rooms",2016,60427
"9072","Kazakhstan","Number of rooms",2017,65791
"9073","Kazakhstan","Number of rooms",2018,71858
"9074","Kazakhstan","Number of rooms",2019,75913
"9075","Kazakhstan","Number of rooms",2020,77131
"9076","Kazakhstan","Number of rooms",2021,79820
"9077","Kazakhstan","Number of rooms",2022,84184
"9078","Kazakhstan","Number of bed-places",1996,5088
"9079","Kazakhstan","Number of bed-places",1997,5088
"9080","Kazakhstan","Number of bed-places",1998,3896
"9081","Kazakhstan","Number of bed-places",1999,6092
"9082","Kazakhstan","Number of bed-places",2000,16389
"9083","Kazakhstan","Number of bed-places",2001,16296
"9084","Kazakhstan","Number of bed-places",2002,19179
